Número receta, ingredientes
1536,	albahaca + chocolate + azúcar + cereza + pan de especias con miel + regaliz + almendra + huevo + harina + azúcar mascabado + cacao + miel + yogur griego + sal + amarena + mantequilla
1537,	mantequilla + azúcar + huevo + vainilla + nata + harina + almendra + lulo + miel de romero + arrope de px + cacao + chocolate + azúcar moreno + praliné de avellana + yogur griego + flor de romero
1538,	vainilla + chocolate + mantequilla + huevo + nibs + azúcar + café + bourbon + canela + almendra + frambuesa + nata
1539,	albahaca + yogur + yogur griego + azúcar + ácido cítrico + almendra + limón + rosas + clara de huevo + harina + almendra amarga + almendra + lichi en conserva + té matcha + café
1540,	piña verde de pino + miel + azúcar + clara de huevo + regaliz + azúcar demerara + piñón + harina + limón + yogur griego + aceite de piñón + sal + mantequilla
1541,	mantequilla + azúcar demerara + almendra + cacao + miel de romero + clara de huevo + pan de especias con miel + azúcar + vino generoso seco del Priorato + bronce + caramelo + nuez de macadamia + limón + yogur griego
1542,	albaricoque + almendra amarga + azúcar + yogur + toffee + amaretto + menta + café + limón + feuillantine + praliné de avellana + jengibre + almendra tierna + flor de agastache albaricoque
1543,	leche + chocolate + azúcar + clara de huevo + cacao + mantequilla + azúcar demerara + harina + almendra + lima + azúcar mascabado + grosella negra + menta + yogur griego + germinado de cilantro + lima + té matcha
1544,	pulpa de cacao + yogur griego + huevo + azúcar + harina + nata + flor de saúco + toffee de café + canela + caramelo + nuez de macadamia + haba tonka
1545,	yogur griego + melocotón de viña + hierba luisa + lima + sandía + toffee de regaliz + azúcar + huevo + harina + nata + almendra + mantequilla + tomate + aceite de oliva virgen extra + sal + licor de melocotón
1546,	mandarina + limón + azúcar + toffee de cardamomo + chocolate + mantequilla + yema de huevo + yuzu + nata + leche + cacao + sésamo negro + aceite de sésamo + clara de huevo + plata + yogur griego
1547,	azúcar + clara de huevo + regaliz + limón + yogur
1548,	yogur griego + cardamomo verde + azúcar + fresa + manitol
1549,	pan de especias con miel + azúcar + praliné de avellana + frambuesa
1550,	miel + melocotón de viña + clara de huevo + cacao
1551,	fresa + nata + azúcar + chocolate + cacao + eucalipto + menta
1552,	jengibre + azúcar + frambuesa
1553,	limquat + enebro + caramelo + yogur griego + ginebra + clara de huevo
1554,	grosella negra + mantequilla + almendra + sal + menta + frambuesa + clara de huevo + nata + azúcar + pimienta de Sechuán
1555,	mantequilla avellana + harina + azúcar + almendra + clara de huevo + amaretto + mango + flor de romero + limón
1556,	flor de saúco + miel de romero + flor de tagete + azúcar
1557,	chocolate + chocolate + nibs + chocolate + grosella negra + chocolate con leche + fruta de la pasión + chocolate con leche + canela + caramelo + chocolate blanco + fresa + yogur + chocolate blanco + té matcha + menta
1558,	avellana + chocolate + sal
1559,	miel + chocolate + cacao
1560,	cacahuete + azúcar + chocolate + pistacho verde + azúcar + chocolate con leche
1561, caña de azúcar + ron añejo + menta + cachaça + lima + azúcar demerara + ácido cítrico
1562, triple seco + tequila + cactus maji + ácido cítrico + limón + sal
1563, ginebra + piña verde de pino + yogur + miel de abeto + germinado de pino
1564, campari + vermouth + mandarina + flor de mandarino
1565, grosella negra + eucalipto + uva + grappa
1566,vino dulce de monastrell + granada
1567,horchata + whiskey ahumado + cacao
1568,azúcar + flor de saúco + sal + nuez de macadamia + champaña
1569,azúcar + limón + clara de huevo + ginebra
1570,gorgonzola + leche + nuez moscada
1571,azúcar + maíz + sal
1572,cacahuete + manitol + sal
1573,aceite de sésamo + sésamo negro + maltodextrina
1574,flor de hibisco + azúcar
1575,parmesano + café + yuzu + aceite de oliva
1576,frambuesa + wasabi
1577,vainilla + azúcar + sal
1578,maíz + azúcar + whiskey ahumado
1579,salsa de soja + sal de shiso rojo + sésamo blanco + sésamo negro + yuzu
1580,azúcar + frambuesa + estragón
1581,cereza +  sal de shiso rojo + aceite virgen de almendra amarga de ciruela + miel de romero + vinagre de flor de cereza + sal
1582,nuez de macadamia + azúcar + sal
1583,patata + salsa kimchee + salsa de soja + aceite de sésamo + témpura + jengibre
1584,miel de girasol + jazmín
1585,guanábana + alcaparra + sal + café
1586,fruta de la pasión + azúcar + grosella negra + bourbon
1587,carissa + hoja de sechuan button
1588,frambuesa + azúcar + alga nori + sésamo blanco +azúcar + salsa kimchee + salsa de soja + aceite de sésamo
1589,té matcha + azúcar + fingerlime
1590,frambuesa + vinagre de frambuesa
1591,coco
1592,lenteja + aceite de tierra + mantequilla + pasta de sésamo negro + pasta de sésamo blanco + curry + flor de romero + vinagre de jerez
1593,soja + dashi + salsa de soja + miso amarillo + miso negro
1594,mantequilla + pasta philo + ciruela + nuez de macadamia + flor de osmanthus + sal de shiso rojo + vinagre de flor de cereza + aceite virgen de almendra amarga de ciruela + aceite de almendra + sal + aceite de oliva virgen extra
1595,seso de cordero + leche + harina + huevo + pimienta negra + limón
1596,azúcar + jengibre + jamón ibérico + jugo de cerdo + grasa de jamón ibérico + yuzu + pimienta de Sechuán + anís estrellado + germinado de cilantro
1597,trufa negra + higo + armañac + pimienta negra recién molida + trufa de verano
1598,gamba
1599,tuétano de ternera + ostra + mostaza + salsa HP + tabasco + chalota + cebollino + hoja de ostra + pimienta negra
1600,té Earl grey + camarón + anémona de mar + caviar de esturión + alga
1601,hueva de kálix + huevo + yuzu
1602,zamburiña + limón + melón Cantaloupe + flor de jazmín
1603,dashi + soja + chirla + miso rojo + sake + salsa de soja
1604,coco fresco tierno + coco + calamar + jengibre + cidronela + cebolla + curry rojo + limón + pimiento de Padrón + lima + germinado de cilantro + tamarindo
1605,almendra + aceite de almendra + tomate + coco fresco tierno + aceite ahumado + sal de shiso rojo + aceite virgen de almendra amarga de ciruela + vinagre de arroz + almendra tierna + vinagre de jerez + pimienta negra + albaricoque
1606,trufa negra + huevo + pistacho + aceite de pistacho + coco fresco tierno + pimienta negra + aceite ahumado + pistacho tierno
1607,tomate + grosella roja + albahaca + almendra amarga + azúcar + yogur + crema doble + pimienta negra + aceite de oliva virgen extra
1608,almendra + café + anguila ahumada + alcaparra en sal + chirimoya + aceite de almendra + aceite virgen de almendra amarga de ciruela
1609,tofu sedoso + nata + salsa de soja + dashi + sudachi + sake + nato tostado + miso negro
1610,coco + yuzu + ajo negro fermentado + aceite de mástic + azúcar + albahaca
1611,paloma torcaz + jugo de paloma + azúcar + chocolate 99% + cacao + armañac + jengibre + enebro + sal + pimienta negra + limón
1612,hueva de salmón + hueva de trucha + aceite de avellana + sal + oro + crema doble + limón + pimienta negra
1613,flor de osmanthus + limón + lechuga + vinagre de jerez + botarga + aceite de nuez de argana + piñón + caqui + crema doble + pimienta negra + sal
1614,flor de osmanthus + tomate + lechuga + vinagre de jerez + aceite de nuez de argana + grosella roja + grosella blanca + crema doble + pimienta negra + botarga
1615,calabaza + clara de huevo + trufa negra + trufa de verano + almendra tierna + manzana Granny Smith + clara de huevo + nuez + mantequilla + miso amarillo + aceite de nuez
1616,avellana + guindilla + champiñón + aceite de avellana + grosella roja + cactus echevaría + alga meloalga + pimienta negra
1617,crema doble + yema de huevo + oronja + flor de romero + pimienta negra
1618,mango + azúcar + guindilla + jengibre + salsa de soja + hígado de rape + uva + sake + ahumado + sal gris de Guérande + yuzu
1619,anémona de mar + té Earl grey + alga codium + limón + caviar de esturión
1620,rosa + alcachofa + agua de rosas + eneldo + guindilla + pimienta negra + vinage de jerez + aceite de oliva virgen extra + sal
1621,mandarina + flor de mandarino + aceituna verde + aceite de oliva virgen extra + albahaca-limón + vinagre de jerez + pimienta negra + sal
1622,vermouth + aceituna verde + hinojo + salsa kimchee + salsa de soja + aceite de sésamo + berberecho + bulbo de hinojo + yuzu + pimienta negra + sal
1623,vinagre balsámico + parmesano + albahaca + oro + café + grasa de parmesano
1624,flor de osmanthus + patata + sal + aceite de oliva virgen extra + aceite de maíz + jamón ibérico cocido + alga laurencia + berro + pimienta negra
1625,yogur + jengibre + aceite de piñón + hueva de trucha + yuzu + oro
1626,soja + nata + leche + germinado de soja + salsa de soja + aceite de soja + nato + tofu sedoso + tofu chino fermentado + miso negro + miso amarillo
1627,caldo de pollo + citronela + jengibre + calabaza cabello de ángel + vinagre de arroz
1628,aceite de piña verde de pino + azúcar + piñón + aceite de piñón + sal
1629,espardenya + aceite de oliva virgen extra
1630,col lombarda + salsa kimchee + salsa de soja + aceite de sésamo + frambuesa + aguacate + mostaza + estragón
1631,flor de osmanthus + aceite de tierra + yogur + llenega + pimienta negra
1632,endivia + jamón ibérico + grasa de jamón ibérico + yema de huevo + acedera + pimienta negra + aceite de nuez
1633,tuétano de ternera + yogur + maíz en conserva + interior germinado de maíz + erizo + pimienta negra
1634,pollo + vino chino + salsa de soja + salsa de ostra + curry rojo + ajo + jengibre + aceite de cacahuete + yuzu + germinado de borraja + vinagre de arroz
1635,oreja de conejo + jugo de conejo + caracol + ajo + tomillo + romero + laurel + pimienta negra + seso de conejo + lengua de conejo + riñón de conejo + hueva de caracol
1636,jugo de cabrito + jamón ibérico + grasa de jamón ibérico + manzanilla seca + manzanilla de Sanlúcar + riñón de cabrito + pimienta negra + acedera + vinagre de jerez
1637,jugo de liebre + consomé de liebre + erizo
1638,jugo de liebre + seso de liebre + flor de blue ocean + pimienta negra
1639,costilla de liebre + hígado de liebre +  jugo de liebre + trufa negra + foie-gras de pato + coñac + pimienta negra
1640,jugo de liebre + grasa de foie-gras de pato + grosella roja + grosella negra + arándano + cacao + pimienta negra
1641,ternilla de ternera + jugo de carne + albahaca + aceite de ajo y jengibre + enoki + dashi + yuzu + salsa de soja + jengibre + cebolla tierna + cilantro + germinado de borraja + germinado de cilantro + flor de blue ocean + anís estrellado + pimienta de Sechuán + vinagre de arroz
1642,pechuga de paloma torcaz + jugo de paloma torcaz + guanábana + oro + pimienta negra
1643,manzana Granny Smith+ clara de huevo + tordo + jugo de tordo + panceta ibérica + ostra + pimienta negra
1644,fruta de la pasión + tucuppí
1645,fresa + clara de huevo + azúcar + harina + vinagre balsámico + campari + crema doble
1646,parmesano + grasa de parmesano + boniato + mantequilla + azúcar + limón + pimienta negra
1647,menta + azúcar + té matcha
1648,fruta de la pasión + clara de huevo + azúcar + bourbon + praliné de avellana
1649,yogur + clara de huevo en polvo + nata
1650,té matcha + azúcar + mandarina + jarabe de tierra + sésamo negro + mandarina + mandarina verde
1651,limón + azúcar + chocolate + chocolate con leche + mantequilla + clara de huevo + cacao
1652,cereza + kirsch + chocolate 99%
1653,piña + azúcar + obulato + toffee de kirsch + tamarindo + anís estrellado
1654,lichi en conserva + plata + azúcar + naranja verde + caramelo + pimienta de Sechuán
1655,grosella negra + yogur + nata + kirsch + azúcar + ácido cítrico + nata
1656,fruta de la pasión + azúcar + ron blanco + toffee de ron negro + crema doble + menta + sésamo negro + chocolate 99% + azúcar moreno +  harina + mantequilla + cacao + chocolate
1657,campari + praliné de avellana + frambuesa + azúcar + manitol + pimienta negra
1658,fresita de bosque + fresa + chocolate 99% + azúcar + limón + aguardiente de frambuesa + yogur + cacao + pimienta rosa
1659,coco + chocolate 99% + azúcar + grosella negra + nata + fresa + campari + haba tonka + crema doble + menta
1660,mandarina + praliné de avellana + mantequilla avellana + flor de mandarino + azúcar + harina + clara de huevo + aceite virgen de almendra amarga de ciruela
1661,manzana Granny Smith + clara de huevo + azúcar + limón + lima + yuzu + mandarina + limquat + sudachi + mano de buda + cidra + minimandarina + pomelo rosa + flor de mandarino + azúcar + harina + clara de huevo + kumquat + triple seco + pomelo thai + fingerlime + sésamo negro + chocolate blanco + azúcar + té matcha
1662,chocolate blanco + salsa de soja
1663,piña + chocolate + oro
1664,limón + chocolate + cacao
1665, piel de limón + chocolate + cacao
1666,naranja sanguina + aceite esencial de pino + azúcar + vodka
1667,fresa + campari
1668,yema de huevo + azúcar + yuzu + ron añejo
1669,menta + lima + cachaça + azúcar demerara
1670 ,coco + piña + azúcar + ron añejo
1671,manzana + ron blanco + menta + azúcar demerara + ácido cítrico
1672,fruta de la pasión + azúcar + rosas + kirsch
1673,flor de begonia + fresita + amaretto + campari + aguardiente de frambuesa + ácido cítrico + agua
1674,tomate verde + limón + vodka + apio + tabasco + frambuesa
1675,almendra + limón + clara de huevo + vodka + amaretto + haba tonka + soda + amarena
1676,pipa de girasol + témpura
1677,maíz + sal + azúcar
1678,bacalao + miel
1679,gambas + pan de gamba
1680, calabaza + pipa de calabaza + sal
1681,arroz + maíz morado + tapioca + salsa kimchee
1682,maíz + manzana + clara de huevo + sal
1683,yogur + oro + clara de huevo + vinagre balsámico
1684,hibisco + azúcar + cacahuete + guindilla + sal
1685,shiso morado + azúcar + vinagre de arroz + cacahuete + aceite de almendra amarga de ciruela
1686,pistacho + yuzu + ahumado + aceite de pistacho + sal + grosella negra + azúcar
1687,guindilla + cacahuete + miel + lima + curry de Madrás
1688,azúcar + aceite de oliva virgen extra + sal
1689,azúcar + jengibre + lima
1690,parmesano
1691,nata + parmesano + pimienta negra + piñón
1692,pistacho + manitol +  sal
1693,avellana + isomalt + aceite de avellana + sal
1694, shiso morado + azúcar + salsa de soja + sésamo blanco + sésamo negro + yuzu + vinagre de arroz
1695,azúcar + alga nori + sésamo negro + limón sanguino + salsa de soja + sal de shiso
1696,avellana + frambuesa
1697,avellana + ron añejo + azúcar + sal + aceite de avellana
1698,guindilla + garbanzo + sal + gamba + azúcar
1699,garbanzo + minicamarón + aceite de oliva + harina de maíz + caña de azúcar + lima + jengibre + hierba luisa + sal
1700,yude azuki + manitol + jengibre + guindilla + salsa de soja + yuzu + miso amarillo + té matcha + sal de shiso + aceite de sésamo
1701,mandarina + flor de mandarino + almendra + almendruco + aceite de almendra + miel de romero + azafrán + especias Ras el Hanout + aceite de nuez de argana + aceite de almendra amarga de ciruela + sal
1702, flor de almendro + azúcar + miel + amarena + aceite de almendra amarga de ciruela + kirsch
1703, almendra tierna + vinagre de vino blanco + sal + aceite de almendra amarga
1704,nuez tierna + nuez + aceite de nuez + ratafía + sal
1705,limón + tomate + apio + salsa Worcester + tabasco + sal + pimienta negra
1706,miel de diente de león + cogollo de ficoide glaciale + agua + sal + jazmín
1707,melón Cantaloupe + rosas + jamón ibérico
1708,tuétano de ternera + jugo de carne + fresa blanca + pimienta negra + sal
1709,higado de rape + dashi + coco + jengibre + salsa de soja + sal de shiso + sésamo blanco + sésamo negro + yuzu + ahumado + wasabi
1710,minicodorniz + zanahoria + vinagre de jerez + aceite de oliva virgen extra + ajo + cebolla + pimienta negra + tomillo + laurel + guindilla + comino + pimentón dulce
1711,salsa de soja + manitol + yuzu + azúcar + miso amarillo + wasabi + oro
1712,dashi + chirla + miso rojo + salsa de soja + tofu
1713,jugo de carne + tuétano de ternera + vino tinto + chalota + ostra + pimienta negra + azúcar
1714,dashi + mirin + sake + huevo + salsa de soja
1715,langostino + sal
1716,alga dulse + limón
1717, leche + salsa de soja + ventresca de atún + wasabi + yuzu + sal de shiso +  yema de huevo + salsa de soja + albahaca + ventresca de salmón + wasabi + sal
1718, tuétano de ternera + jugo de carne + manzana + clara de huevo + sal + pimienta negra + manzana + erizo + wasabi + yuzu + clara de huevo
1719,salsa de soja + médula de atún + ventresca de atún + wasabi
1720,caldo de pollo + jengibre + cidronela + cilantro + hoja de lima kaffir + seso de gamba + lima
1721,aceite de oliva virgen extra + ajo + romero + tomillo + laurel + limón + aceituna verde + flor de hinojo
1722,agua + naranja sanguina + hibisco + azúcar + mezcla de especias indias + aceite de almendra amarga de ciruela + aceite de almendra
1723, tomate + pimiento rojo + pepino + ajo + cebolla tierna + vinagre de jerez + almendra + aceite de oliva virgen extra + sal
1724, mozzarella + albahaca + aceite de oliva virgen extra
1725,ajo negro fermentado + coco + sake
1726,parmesano + fresa + albahaca + vinagre balsámico
1727,umeboshi + miel de romero + wasabi + aceite de almendra amarga de ciruela
1728,agua + salsa de soja + vinagre de arroz + wasabi
1729,piñón tierno + piña verde de pino + ostra + piñón tierno + piña verde de pino + caviar
1730, piñón + aceite de piñón
1731, piña verde de pino + ostra + caviar + anchoa
1732, panceta ibérica salada + jamón ibérico cocido + pistacho + aceite de pistacho
1733, leche + seso de cordero + pistacho tierno + aceite de pistacho + botarga + aguacate + sal
1734,aguacate + seso de conejo + pimienta negra + nuez tierna + aceite de nuez + fruta de la pasión + leche
1735,calabaza cabello de ángel + jamón ibérico + jugo de cerdo + fingersalt
1736,calabaza + almendra + vinagre de jerez + aceite de oliva virgen extra + ajo + cebolla + pimienta negra + tomillo + laurel + aceite de almendra amarga de ciruela
1737, espárrago blanco + aceite de oliva virgen extra + limón + azúcar + nata + mantequilla + yema de huevo + vinagre de jerez
1738,almendra + fingersalt + fresa blanca
1739,tomate + miel de romero + manitol+ aceite de oliva virgen extra + mostaza + salsa Worcester + tabasco + yema de huevo + chalota + albahaca + sal
1740, manzana + clara de huevo + queso de cabra + albahaca + tomate + aceite de oliva virgen extra + pimienta negra
1741, foie-gras de pato + azúcar + sal + pimenta negra
1742, caviar + avellana + sésamo negro + mantequilla
1743,tucuppí + coco + maíz en conserva +  mazorca de maíz cocido + lima
1744,pato azulón + jugo de pato + px + grasa de foie-gras de pato + pimienta negra + canela + aceite de piñón + piñón
1745,anchoa + boquerón + plata + botarga + aceite de oliva virgen extra + vinagre de jerez
1746,piel de pollo + esternón de pollo + ajo + jengibre + tofu chino fermentado + limón + germinado de borraja + cilantro
1747,piña verde de pino + trufa negra + miel de abeto
1748,trufa negra + sal
1749, trufa negra + azúcar + grasa de foie-gras de pato + sal
1750,trufa negra + grasa de foie-gras de pato + sal
1751,grasa de foie-gras de pato + trufa negra + endivia
1752,endivia + nuez tierna + aceite de nuez + sal
1753,trufa blanca
1754,brioche + saint-félicien + trufa blanca
1755,caviar + trufa blanca + oronja + trufa blanca
1756,oronja + aceite de oliva virgen extra
1757,perrechico + azúcar + yogur + nata + flor de saúco + nuez de macadamia + sal
1758, manzana + perrechico + clara de huevo + yogur +nata + sal + yema de huevo + perrechico + mostaza + salsa barbacoa + tabasco + cebollino + albahaca + sal
1759,perrechico + ostra + mostaza + salsa Worcester + tabasco + yema de huevo + cebollino + chalota
1760,lechecilla de caballa + espárrago triguero + grasa de foie-gras de pato + trufa negra
1761,llengüeta + sal + aceite de oliva virgen extra
1762,huevo + erizo + salsa de soja + sake + azúcar
1763,aleta de salmón + médula de salmón + salmón ahumado + mostaza antigua + alcaparra en vinagre + cebollino + pepinillo en vinagre + hueva de salmón
1764, anémona de mar + yuzu + aceite de sésamo + wasabi
1765,zamburiña + anémona de mar + salicornia
1766,chirla + guindilla + chalota + lima + cilantro + sal
1767,chirla + lulo + cilantro + lima + guindilla
1768,calamar + aguacate + lima + chile + cebolla tierna + cilantro + pimienta negra + aceite de oliva virgen extra + maíz + sal
1769,bogavante + agua + aceite de oliva virgen extra + grosella + lima + cilantro + cebolla tierna + maíz+ sal gris de Guérande
1770, almeja + maíz en conserva + chalota + lima + cilantro + cactus kalanchoe + guindilla
1771, azúcar + maíz + mole rojo + lima aguacate + cilantro
1772, hueva de bogavante + trompeta de la muerte + anacardo
1773, seso de bogavante + tuétano de ternera + caldo de pollo + jengibre + cilantro + pimienta de Sechuán + anís estrellado + salsa de soja + shitake + pimiento de Padrón + kumquat + vinagre de arroz+ aceite de sésamo + sal
1774, pulpito + aceite de piñón + espardenya + hueva de kálix
1775, calamar + caldo de pollo + jengibre + cilantro + pimienta de Sechuán + anís estrellado + salsa de soja + sésamo blanco + sichimi togarashi
1776, pulpito + laurel+ pimentón dulce + aceite de oliva virgen extra + sal
1777, espardenya + aceite de oliva virgen extra
1778, espardenya + hueva de kálix + yuzu
1779, jugo de cerdo + aceite de cacahuete + ajo + jengibre + cidronela + pasta de curry amarillo + cilantro + pandang + leche + azúcar + gamba + hoja de lima kaffir + caldo de pollo
1780, té Earl grey + alga dulse + limón + anémona de mar + percebe
1781, ostra + trompeta de la muerte + tuétano de ternera + pimienta negra
1782, angula + anguila ahumada + ajo
1783, lorito + hueva de kálix+ aceite de oliva virgen extra + lorito + aceite de oliva virgen extra + patata + tomate + cebolla + hueva de kálix + pimienta negra
1784, jugo de lamprea + piel de anguila ahumada
1785, minicodorniz + farsa de foie-gras de pato + trufa negra + ajo negro fermentado + ostra + avellana + aceite de avellana + isomalt+ cacao + pimienta negra
1786, tuétano de ternera + caviar + remolacha
1787, conejo de monte + vinagre de jerez + cebolla + ajo + tomillo romero + zanahoria + pimienta negra + aceite de oliva + seso de conejo + senderuela + cebollino + fingersalt + perifollo + estragón
1788,tordo + jengibre + azúcar + panceta ibérica salada + guindilla + tordo + jugo de tordo + anís estrellado + pimienta de Sechuán + aceite de sésamo + salsa de soja + cilantro + sésamo blanco
1789,becada + jugo de becada + panceta ibérica entreverada ahumada
1790, ostra + becada + jugo de becada + tuétano de ternera + chalota + vinagre de cabernet sauvignon + sal + pimienta negra
1791,mora + eucalipto + cardamomo verde + jugo de tórtola
1792, tórtola + jugo de tórtola + mora + cardamomo negro + grasa de foie-gras de pato + cacao + pimienta negra
1793, huevo + miel de romero + harina + jugo de liebre + foie-gras de pato + tomillo + romero + laurel + pimenta negra + sal + jengibre + enebro + limón + naranja
1794,jugo de liebre + chocolate 99% + cacao
1795, liebre + jugo de liebre + tuétano de ternera + cebolla + tomate + ajo + panceta ibérica salada + zanahoria + apio + tierra + remolacha + jengibre + cidronela + enebro + tomillo + pimienta negra
1796,fresita + consomé de liebre + pimienta negra
1797,frambuesa + consomé de liebre + clara de huevo + cacao
1798, jugo de liebre + foie-gras de pato + manteca de cacao
1799,manzana + clara de huevo + jugo de liebre + foie-gras de pato + pimenta negra + azúcar + cacao
1800, gorgonzola + nata + chocolate 99%
1801, nuez tierna + azúcar + aceite de nuez
1802,saint-félicien + kirsch+ mango + azúcar + oro
1803,manzana + clara de huevo + yogur + miel de romero + flor de romero
1804,gruyère + kirsch + grosella negra + eucalipto
1805,yogur + clara de huevo + sésamo negro + azúcar + mantequilla + miso amarillo + sal de shiso + yuzu
1806,lulo + whiskey ahumado + azúcar demerara + nata de leche de oveja
1807, trufa blanca + manzana + miel de romero + sal + caña de azúcar
1808,calabaza cabello de ángel + vainilla + caqui + azúcar + limón + yuzu + nata de leche de oveja + naranja
1809, pandang + leche + azúcar + cidronela + jengibre + yema de huevo + coco fresco tierno + pasta de curry amarillo
1810,tomate + grosella + eucalipto + coco + coco fresco tierno + aceite de almendra amarga de ciruela
1811,té matcha + chocolate blanco + sake + frambuesa
1812, azúcar + mandarina + flor de mandarina + eucalipto + rosas + flor de romero
1813, azúcar + licor de anís + piñón
1814,azúcar + licor de anís + cep + sal+ ajo + laurel + pimienta negra
1815, trufa negra + castaña + azúcar + manitol + armañac
1816, lima + té Earl grey
1817,almendra cristal + almendra + flor de saúco + nectarina + aceite de almendra amarga de ciruela + miel de abeto
1818,yuzu + aceite de sésamo + azúcar + sésamo blanco + yude azuki + sichimi togarashi + agua
1819, ron añejo + caña de azúcar + café + naranja + limón
1820, coco + chocolate 99%
1821, botarga + azúcar
1822, yuzu + manzana + clara de huevo + azúcar
1823, sake + flor de saúco
1824, azúcar + yogur + café + pistacho
1825, fresa + vinagre balsámico + azúcar
1826, naranja + arrope + mandarina + flor de mandarina + agua con gas + azúcar + vodka + aceite de almendra amarga de ciruela
1827, manzana + moscatel + aguardiente de manzana + limón + azúcar + miel deshidratada granulada + flor de hinojo + lima + licor de manzana
1828, yogur + mandarina + flor de mandarina + licor de anís + flor de hinojo + manitol + peladillas de piñón + azúcar
1829,lima + leche + nata + coco + yogur + pasta de tamarindo + clara de huevo + coco fresco tierno + flor de albahaca morada + curry de Madrás
1830, yogur + nata + agua + frambuesa + aguardiente de frambuesa + remolacha + clara de huevo + pimienta rosa
1831, sake + amarena + cereza + nata + manitol + mandarina + flor de mandarina + sésamo negro + azúcar + harina de malta + mantequilla + flor de microtagete
1832, café+ licor de café+ azúcar + fruta de la pasión + nata + cacao + chocolate + oro + menta
1833, té matcha + azúcar + chocolate blanco + sake + chocolate 99% + nata + yuzu + limón
1834, concentrado de fresa + harina de malta + azúcar + px 30 años + praliné de avellana + yogur
1835, yogur + clara de huevo + cardamomo negro + agua + limón + ginebra + cardamomo verde + hierba luisa + licor de manzana + flor de hinojo + frambuesa + aguardiente de frambuesa + azúcar
1836,fresa + yogur + clara de huevo + azúcar + nata + lima + pimienta negra
1837, naranja sanguina + aceite de pipa de calabaza + pipa de calabaza + sal + azúcar + licor de anís
1838, amarena + chocolate + almendra
1839, coco + chocolate + cacao
1840, mandarina + chocolate 99%
1841, chocolate blanco + sésamo blanco + grosella negra + cacao
1842, chocolate blanco + maíz
1843, sésamo negro + azúcar + chocolate blanco
1844, frambuesa + praliné de avellana + chocolate 99%
1845, chocolate 99% + miel de romero + menta piperita + mentol
1846, almendra cruda + leche de almendra tostada + azúcar + aceite virgen de almendra amarga de ciruela + amaretto + pulpa de melocotón de viña  + licor de melocotón + vainilla + frambuesa + yogur  + yema de huevo + leche + frambuesa liofilizada + hoja de melocotón + fondant + glucosa + isomalt + obulato  + nata  + pulpa de melocotón blanco  + melocotón de viña + kuzu
